,Unnamed: 0,text,date,user,location,Clean_Tweet
1410,1410,"Got my booster shot today, so finally my super powers kicked in! This is a totally undoctored picture. #BoosterShot… https://t.co/oxUv4QqchC",2021-12-01 21:09:56,A_J_Roberts,"Peoria, IL","Got my booster shot today , so finally my super in ! This is a totally undoctored picture . …"
1411,1411,"Starting with my bucket list for December:
💉Have my #CovidVaccine #BoosterShot: DONE  today!💪💪
Now, I can start foc… https://t.co/o3Uz7Kyydw",2021-12-01 21:03:02,ManuelaStefane1,"Rome, Italy","Starting with my bucket list for : 💉 Have my : DONE today !💪💪 Now , I can start …"
1412,1412,#BoosterShot received. 😁 https://t.co/aaBNMb7Mox,2021-12-01 21:01:50,noahjross0121,"Port Orange, FL",received . 😁
1413,1413,RT @MissRoshni: Time to get the booster shot. Not due till Jan though. Are we allowed to get it sooner? #COVID19 #BoosterShot #Omricon,2021-12-01 20:54:01,Supriyash_2008,"New Delhi, India",: Time to get the booster shot . Not due till though . Are we to get it sooner ? COVID
1414,1414,"My parents got their 6G update!!! 💉💙💉💙💉💙

#Boosted #BoosterShot #TeamPfizer #MicrochippedBaby 
#ShotsShotsShots https://t.co/zto2MGoCdB",2021-12-01 20:53:36,Finetraces786,IL⤑ DC⤑ Chicago ♡ | She/Her,My got their G update !!! 💉💙💉💙💉💙
1415,1415,"In #TheNetherlands, some of those 60 years and older who are eligible for a #BoosterShot may have to wait TEN MONTH… https://t.co/xzw2AQwyxi",2021-12-01 20:51:14,scruffy65,Near the Wadden Sea.,"In , some of those  and older who are eligible for a may have to wait TEN MONTH …"
1416,1416,@sajidjavid can you explain why fans at football grounds tonight are just collapsing please? Before you force a thi… https://t.co/EjyAYLZxar,2021-12-01 20:49:04,benclay2020,,can you explain why at football grounds tonight are just please ? Before you force a …
1417,1417,"I am now immune to the entire Greek alphabet.

#BoosterShot https://t.co/RnplDAvKAR",2021-12-01 20:48:55,pinoyknight5,"Kalamazoo, MI",I am now immune to the entire alphabet .
1418,1418,#BoosterJab #Booster #BoosterShot #BoosterVaccinatie #booster @MarkDrakeford I hope the #clotshot does not make you… https://t.co/odbcLVvvf3,2021-12-01 20:42:39,carolwales,South Wales UK ,Booster booster I hope the does not make you …
1419,1419,RT @TaisonBell: This is not a surprise but shows that the #OmicronVariant is here and has been here. What to do now is the same as what we…,2021-12-01 20:40:24,MatRicardo,,: This is not a surprise but that the is here and been here . What to do now is the same as what we …
1420,1420,ANOTHER medical emergency at a football match. Becoming a very common rare occurrence. Unrelated to the… https://t.co/oCudrUdBfQ,2021-12-01 20:39:33,S10Blade,"Sheffield, England",ANOTHER medical emergency at a football match . Becoming a very common rare occurrence . Unrelated to the …
1421,1421,"RT @acoratherapy: Anyone know if the booster vaccination gets automatically added to the covid cert on the app?
#ireland #COVID19 #COVID19I…",2021-12-01 20:34:37,ThingsYouNeed2K,,: Anyone know if the booster vaccination automatically added to the covid on the ? COVID COVIDI …
1422,1422,RT @TaisonBell: This is not a surprise but shows that the #OmicronVariant is here and has been here. What to do now is the same as what we…,2021-12-01 20:31:41,Jen1701D,,: This is not a surprise but that the is here and been here . What to do now is the same as what we …
1423,1423,"Brandolini's law …is an internet adage that emphasizes the difficulty of debunking false, facetious, or otherwise m… https://t.co/1tBBEGm6pR",2021-12-01 20:29:54,elisha1022,"Carlsbad, CA","' s law … is an adage that the difficulty of false , facetious , or otherwise m …"
1424,1424,"Guess who got their booster shot today? #boostershot #💉 #vaccinationdone✔️ @ Tulsa, Oklahoma https://t.co/SESph923tg",2021-12-01 20:29:43,RebelOtakuchan,Oklahoma,"Guess who got their booster shot today ? 💉 ✔️ @ ,"
1425,1425,"Got my booster and flu shot scheduled because I'm not a selfish dick. 

#WearADamnMask #covidiots #BoosterShot… https://t.co/M0uD7dMH4S",2021-12-01 20:28:44,waldo06,"Rochester, NY",Got my booster and flu shot because I ' m not a selfish dick . …
1426,1426,RT @TaisonBell: This is not a surprise but shows that the #OmicronVariant is here and has been here. What to do now is the same as what we…,2021-12-01 20:22:49,violetblue,https://about.me/violetblue,: This is not a surprise but that the is here and been here . What to do now is the same as what we …
1427,1427,"Boosted!
#BoosterShot",2021-12-01 20:18:53,femmedefinesse,USA,!
1428,1428,"RT @Maricopahealth: ✅#GetVaccinatedNow or a #BoosterShot if eligible
✅Stay home if sick and get tested
✅#WearAMask in public spaces
https:/…",2021-12-01 20:15:50,Amlaf3,,: ✅ or a if eligible ✅ Stay home if sick and get tested ✅ in public :/…
1429,1429,"✅#GetVaccinatedNow or a #BoosterShot if eligible
✅Stay home if sick and get tested
✅#WearAMask in public spaces… https://t.co/HgmIS3CAFP",2021-12-01 20:11:53,Maricopahealth,"Maricopa County, Ariz.",✅ or a if eligible ✅ Stay home if sick and get tested ✅ in public …
1430,1430,RT @TaisonBell: This is not a surprise but shows that the #OmicronVariant is here and has been here. What to do now is the same as what we…,2021-12-01 20:03:45,Robyn_TRuth,"Virginia, USA",: This is not a surprise but that the is here and been here . What to do now is the same as what we …
1431,1431,"Folks, so good news is it looks like Vaccines work against #Omicron preventing serious disease! So set aside your r… https://t.co/LOnIdXaGQw",2021-12-01 20:03:40,LethimTakeFifth,United States,", so good news is it like work against Omicron serious disease ! So set aside your r …"
1432,1432,RT @siushi: UPDATE: @SF_DPH director Dr. Grant Colfax confirms #Omicron #COVID19 patient who returned from travel in #SouthAfrica received…,2021-12-01 20:00:21,blowmeimdope,"pensacola, fl / atl, ga.",: UPDATE : director . Grant Omicron COVID patient who returned from travel in received …
1433,1433,@MSNBC Everything always starts in California… https://t.co/r0VzeImQyr #Omicron #SanFrancisco #coronavirus #BoosterShot,2021-12-01 19:55:46,mitchbytes,"Philadelphia, PA",Everything always in … Omicron
1434,1434,"Anyone know if the booster vaccination gets automatically added to the covid cert on the app?
#ireland #COVID19… https://t.co/dfTan5fUdP",2021-12-01 19:51:07,acoratherapy,"Dublin City, Ireland",Anyone know if the booster vaccination automatically added to the covid on the ? COVID …
1435,1435,RT @siushi: UPDATE: @SF_DPH director Dr. Grant Colfax confirms #Omicron #COVID19 patient who returned from travel in #SouthAfrica received…,2021-12-01 19:49:17,viralvideovlogs,കേരളം,: UPDATE : director . Grant Omicron COVID patient who returned from travel in received …
1436,1436,RT @siushi: UPDATE: @SF_DPH director Dr. Grant Colfax confirms #Omicron #COVID19 patient who returned from travel in #SouthAfrica received…,2021-12-01 19:49:16,siushi,626 • los angeles // new york city,: UPDATE : director . Grant Omicron COVID patient who returned from travel in received …
1437,1437,UPDATE: @SF_DPH director Dr. Grant Colfax confirms #Omicron #COVID19 patient who returned from travel in… https://t.co/2N4MqRvvO8,2021-12-01 19:49:06,siushi,626 • los angeles // new york city,UPDATE : director . Grant Omicron COVID patient who returned from travel in …
1438,1438,"How Long before Indian govt starts #BoosterShot for all citizens?

When will the ever so sleepy govt wake up?

After the 3rd wave ?",2021-12-01 19:45:34,VinayDokania,"कोलकाता, भारत",How Long before for all ? When will the ever so sleepy wake up ? After the rd wave ?
1439,1439,"RT @draditinerurkar: Doctor’s orders: Get your #BoosterShot ASAP.  

#Omicron",2021-12-01 19:45:28,MissRoshni,"Tampa, FL",: Doctor ’ s : Get your . Omicron
1440,1440,Time to get the booster shot. Not due till Jan though. Are we allowed to get it sooner? #COVID19 #BoosterShot #Omricon,2021-12-01 19:44:22,MissRoshni,"Tampa, FL",Time to get the booster shot . Not due till though . Are we to get it sooner ? COVID
1441,1441,"Warning! Pun coming…

When it comes to music I am pretty old school. However, since today I am moderna #Vacation #BoosterShot",2021-12-01 19:43:36,wagnerdennis,Near Munich,"Warning ! Pun coming … When it comes to music I am pretty old school . However , since today I am Vacation"
1442,1442,"Booster shot ✅ 

#COVID19 #CovidVaccine #BoosterShot https://t.co/udwVTogkXg",2021-12-01 19:36:17,CtheNavigator,"Phoenix, AZ",Booster shot ✅ COVID
1443,1443,RT @RosanneR429: I just got my #BoosterShot! Remember a #CovidVaccine protects not just you but everybody around you!! https://t.co/95UcfqC…,2021-12-01 19:34:16,DemsFight4U,Sac CA CapCity ,: I just got my ! Remember a not just you but everybody around you !!
1444,1444,"Just went and got my 4th booster shot of the week. 
No side effects so far except increase in energy and a clear mi… https://t.co/ntwd52m9QT",2021-12-01 19:33:50,BullsharkBets,,Just went and got my th booster shot of the week . No side effects so far except increase in energy and a clear mi …
1445,1445,This is not a surprise but shows that the #OmicronVariant is here and has been here. What to do now is the same as… https://t.co/KYaQbMO3V3,2021-12-01 19:31:37,TaisonBell,"Charlottesville, VA",This is not a surprise but that the is here and been here . What to do now is the same as …
1446,1446,U.S health officials and the Biden Administration believe that the booster shot is the best strategy against the Om… https://t.co/DvhqE1LtK6,2021-12-01 19:30:40,LAMedicalAssn,Los Angeles County,U . S health and the Administration believe that the booster shot is the best strategy against the Om …
1447,1447,Thanks you to nurses and staff in Sturgeon Falls for giving our great mémère her COVID-19 booster shot today.… https://t.co/sxuFEzEF10,2021-12-01 19:30:14,SJAtherapydog,"North Bay, Ontario",Thanks you to and staff in Sturgeon for giving our great her COVID -  booster shot today .…
1448,1448,"@briantylercohen Officially, but WE KNEW Omicron was in America somewhere.
People need to get vaccinated, so we can… https://t.co/CvBfmoC711",2021-12-01 19:29:36,jenniferclmn,"Virginia, USA","Officially , but WE KNEW Omicron was in somewhere . People need to get , so we can …"
1449,1449,"RT @siushi: this #California #Omicron patient was #vaccinated against #COVID19 but did not have a #BoosterShot yet “to my knowledge,” #Fauc…",2021-12-01 19:29:27,SIMCONTROL1,Simulation ,": this Omicron patient was against COVID but did not have a yet “ to my knowledge ,” …"
1450,1450,"RT @lisageeruns: Welp. That didn’t take long.
#OmicronVarient 
#GetVaccinatedNow 
#BoosterShot 

Vax. Booster. Mask. Distance. 

For yourse…",2021-12-01 19:26:19,Joni_Looking,Home FL & MI,: . That ’ t take long . . Booster . Mask . Distance . For …
1451,1451,"Welp. That didn’t take long.
#OmicronVarient 
#GetVaccinatedNow 
#BoosterShot 

Vax. Booster. Mask. Distance. 

For… https://t.co/JLXR3Zii81",2021-12-01 19:25:32,lisageeruns,🌴☀️👙🎭🚗💨,. That ’ t take long . . Booster . Mask . Distance . For …
1452,1452,"RT @siushi: this #California #Omicron patient was #vaccinated against #COVID19 but did not have a #BoosterShot yet “to my knowledge,” #Fauc…",2021-12-01 19:23:04,CACoreyU,"Temecula, CA",": this Omicron patient was against COVID but did not have a yet “ to my knowledge ,” …"
1453,1453,RT @RosanneR429: I just got my #BoosterShot! Remember a #CovidVaccine protects not just you but everybody around you!! https://t.co/95UcfqC…,2021-12-01 19:19:00,ResisterNell,"Louisville, Kentucky ",: I just got my ! Remember a not just you but everybody around you !!
1454,1454,RT @RosanneR429: I just got my #BoosterShot! Remember a #CovidVaccine protects not just you but everybody around you!! https://t.co/95UcfqC…,2021-12-01 19:18:16,NorrispPattie,Clearwater. Florida,: I just got my ! Remember a not just you but everybody around you !!
1455,1455,Just got my #BoosterShot and now I'm hoping to finally be able to stick all my National Parks magnet stickers on my… https://t.co/mZoUBNeX5U,2021-12-01 19:15:01,animator_jerzy,,Just got my and now I ' m to finally be able to stick all my National magnet stickers on my …
1456,1456,I'm watching Dr. Fauci's press conference half expecting this dude to start talking #GetVaccinated and #BoosterShot… https://t.co/akSWV5CAA7,2021-12-01 19:14:03,phyll_indablank,"Milwaukee, WI",I ' m watching . ' s press conference half this dude to start talking and …
1457,1457,"RT @draditinerurkar: Doctor’s orders: Get your #BoosterShot ASAP.  

#Omicron",2021-12-01 19:12:50,_catherinebelle,"Shirenewton, Wales",: Doctor ’ s : Get your . Omicron
1458,1458,"RT @draditinerurkar: Doctor’s orders: Get your #BoosterShot ASAP.  

#Omicron",2021-12-01 19:12:01,MJR747,"Oak Lawn, IL",: Doctor ’ s : Get your . Omicron
